GTIN,GTIN_12_UPC,PRODUCT_DESCRIPTION,INVOICE_UPC_CASE,INVOICE_UPC_PACK,INVOICE_PACKAGE_DESCRIPTION
00898079001086,898079001086,EG BY EDUCATED GUESS NORTH COAST CABERNET SAUVIGNON,11111111111,898079001086,EDUCATED GUESS NORTH COAST CABERNET 12/750
00085200028344,085200028344,CALIFORNIA DRM PN GRIS/GRGIO 750 ML,08520002834,085200028344,CALIFORNIA DREAM P GRIGIO 6PK
00082896780419,082896780419,BONTERRA MENDOCINO COUNTY CHARDONNAY 12/750ML,08289678041,082896780419,BONTERRA CHARD ORG 6PK 750ML
10080480015302,080480015305,BACARDI SUPERIOR LIGHT RUM,80480015305,080480015305,BAC LIGHT RUM BAR
00085976034150,085976034150,MANISCHEWITZ CONCORD GRAPE PASSOVER KOSHER 6/1.5L,08597603415,085976034150,MANISCHEWITZ CONCORD GRAPE OUP
00085000019658,085000019658,BAREFT BB PK MS SPARKLING OTH 750 ML,11111111111,085000019658,BAREFOOT BUBBLY PINK MOSCATO 750
30085000025049,085000025048,CARLO ROSSI SMOOTH RED 12/750ML BOTTLE,08500025049,085000025048,CARLO ROSSI SMOOTH RED 12/.75LT
00080686315056,080686315056,DEK BLACKBERRY BRANDY 750X12 30% RF 2B,08068631540,080686315056,DEK BLKBRY BRANDY
00082896780402,082896780402,BONTERRA MENDOCINO COUNTY CABERNET SAUVIGNON 12/750ML,08289678040,082896780402,BONTERRA CAB ORG 6PK 750ML
00085200000579,085200000579,SUTTER HM SV BL SAV BL/FME BL 1.5 LTR,08520000057,085200000579,SUTTER SAUV BLANC 1.5L
00850544005241,850544005241,BLAKE'S HARD CIDER CO. EL CHAVO 12OZ,11111111111,850544005241,BLAKES EL CHAVO MANGO HABANERO CIDER 4/6 12OZ CAN
00081128001735,081128001735,OLD FORESTER STATESMAN STRAIGHT BOURBON WHISKEY 6/750ML BOTTLE,81128001735,081128001735,OLD FORESTER STATESMAN
00895216001497,895216001497,FOUR LOKO US 12% 23.5OZ STRAWBERRY LEMONADE CAN,11111111111,895216001497,4 LOKO STRAW/LEMON 12/23.5 CAN
00086003258006,086003258006,THE PRISONER SALDO CALIFORNIA ZINFANDEL 12/750 ML,08600325800,086003258006,SALDO ZIN +14 750ML
00089924331254,089924331254,YUENGLING GOLDEN PILSNER BEER 12 CT 12 OZ GLASS BOTTLE IN BOX 144 OZ,11111111111,089924331254,YUENGLING GOLDEN PILSNER 12PK BTL
00038075205501,038075205501,VERDI RASPBERRY SPARKLETINI 6/1.5L,03807520550,038075205501,VERDI RASPBERRY SPARKLING 1.5L
00086785522296,086785522296,SHEEP THRILLS ABRUZZO PINOT GRIGIO 12/750ML BOTTLE,08678552229,086785522296,SHEEP THRILLS PINOT GRIGIO
00089016016762,089016016762,CAPRICCIO RED SANGRIA 13.9% 375ML 4-PACK,08901601676,089016016762,CAPRICCIO BUBBLY SANGRIA 6/4PK 375ML
00898756001651,898756001651,LINE 39 CALIFORNIA CABERNET SAUVIGNON,89875600165,898756001651,LINE 39 CAB SCRW CP 12PK 375ML
00087692102380,087692102380,SAMUEL ADAMS CARTON 12X22OZ. BOTTLES SAMUEL ADAMS BOSTON LAGER,08769210238,087692102380,SAM ADAMS LAGER 1/6 BBL
00083120004035,083120004035,OAK LEAF CAL MERLOT 1.5 LTR,08312000403,083120004035,OAKLEAF MERLOT 1.5L
00083120003113,083120003113,OAK LEAF CAL WHT ZINFANDEL 3.0 LTR,83120003113,083120003113,OAK LEAF WH ZIN
00033544950425,033544950425,CORONA PREMIER 2/12PK 12OZ BOTTLE,11111111111,033544950425,CORONA PREMIER 2/12 BTL
00638489001890,638489001890,DOGFISH HEAD 60 MINUTE IPA 2/12/12OZ CANS,11111111111,638489001890,DOGFISH HEAD 60 MINUTE IPA 2/12/12 CAN
00083120102892,083120102892,FRANZIA CRSP BX RHINE 5 LTR+,08312010289,083120102892,FRANZIA CRISP WHITE 5.0
00081434000316,081434000316,BLACK BOX CALIF MERLOT TETRA 12/500ML,08143400031,081434000316,BLACK BOX MERLOT TETRA 12PK 50
00049331002222,049331002222,LA CREMA SONOMA COAST CHARDONNAY WHITE WINE - 750ML BOTTLE,04933100222,049331002222,LA CREMA CHARD SONOMA 750ML
00085000029466,085000029466,ANDRE BR RSE CN SPARKLING OTH 375 ML,08500002946,085000029466,ANDRE BRUT ROSE CAN
00085000019658,085000019658,BAREFT BB PK MS SPARKLING OTH 750 ML,85000019658,085000019658,W BAREFOOT BUBBLY PNKMOS 750ML
30085000019659,085000019658,BAREFOOT BUBBLY PINK MOSCATO 750ML BOTTLE,85000019658,085000019658,W BAREFOOT BUBBLY PNKMOS 750ML
00087692006862,087692006862,TRULY WRAP 12X12OZ SLIM CAN TRULY BERRY VARIETY PACK VP,11111111111,087692006862,TRULY BERRY VARIETY 2/12/12 CN
00071990480080,071990480080,KEYSTONE LIGHT BEER 6 CT 16 OZ CAN 96 OZ,11111111111,071990480080,KEYSTONE LT 4/6/16 CAN
00811538019316,811538019316,BUSHMILLS RED BSH IRSH ASRTD 1750 ML,81153801931,811538019316,BUSHMILL RED BUSH 1.75L
30085000024219,085000024218,DARK HORSE ROSE 12/750ML BOTTLE,11111111111,085000024218,DARK HORSE ROSE 750
00071990000080,071990000080,COORS LIGHT BEER 6 CT 12 OZ CAN 72 OZ,11111111111,071990000080,COORS LT 4/6/12 CN
00099988071300,099988071300,MENAGE A TRS PR ITL SPARKLING 750 ML,99988371394,099988071300,MENAGE A TROIS PROSECCO
00083085420253,083085420253,RUFFINO PROSECCO ROSE 8/3/187ML BOTTLE,08308542025,083085420253,RUFFINO ROSE SPRK SC CAP 24PK
30085000021829,085000021828,LIBERTY CREEK CABERNET SAUVIGNON 500ML,08500002182,085000021828,LIBERTY CREEK CABERNET
00635985224136,635985224136,MIKES HARD STRAWBERRY LEMONADE MALT BEVERAGE 6 CT 11 OZ LONG NECK BTL CRTN 67.2 OZ,11111111111,635985224136,MIKES STRAWBERRY 4/6 BTL
00082000782506,082000782506,SMIRNOFF RED WHITE & BERRY 4/6/11.2OZ BOTTLES,82000782506,082000782506,SMIR RDWTBR 4/6 11.2 OZN
00085200118823,085200118823,SUTTER HOME CAL PINOT NOIR 187 ML,08520011882,085200118823,SUTTER HM PINOT NOIR 6/4PK
00089744765482,089744765482,RIUNITE EMILIA IGT LAMBRUSCO 12/750ML BOTTLE,08974476548,089744765482,RIUNITE LAMBRUSCO NUPC 750ML
00084279002156,084279002156,YES WAY SPARKLING ROSE 750ML BOTTLE,08427900215,084279002156,YES WAY ROSE SCREW CAP 750ML
00085000022726,085000022726,LIBERTY CRK CAL DM MSCTL/MSCT 500 ML,08500002272,085000022726,LIBERTY CREEK MOSCATO
00085200020751,085200020751,CAL ROOTS SNGR TABLE OTHER 750 ML,85200104470,085200020751,CALIFORNIA ROOTS SANGRIA
00099988071218,099988071218,MENAGE A TRS MZ ARGT MALBEC 750 ML,99988371264,099988071218,MENAGE A TROIS MALBEC
00082184326022,082184326022,JACK DANIELS COUNTRY COCKTAILS LYNCHBURG LEMONADE 4/6/10OZ BOTTLE,08218422602,082184326022,JDCC LNCHBRG LEM MLT 4/6PK NEW
00071250000140,071250000140,COLT 45 MALT LIQUOR BEER 6 CT 16 OZ CAN 96 OZ,11111111111,071250000140,COLT 45 4/6/16 CAN 5.6
00859794004714,859794004714,REVOLVER BREWING BLOOD AND HONEY 12PK BOTTLES,11111111111,859794004714,REVOLVER BLOOD & HONEY 2/12/12 BTL
00034100005344,034100005344,MILLER LITE BEER 1 CT 1984 OZ KEG 1984 OZ,11111111111,034100005344,MLITE 1/2 BBL REPEAL
00085000229446,085000229446,APOTHIC RED WINEMAKERS 12/2/250ML ALUMINUM BOTTLE,08500022944,085000229446,APOTHIC RED 12/2PKS ALUM BTL
00071990170523,071990170523,BLUE MOON BELGIAN WHITE WHEAT ALE BEER 15 CT 12 OZ CAN IN BOX 180 OZ,11111111111,071990170523,BMOON 2/15PK 12OZ CAN
00085000025062,085000025062,TURNING LEAF WHT ZINFANDEL 750 ML,11111111111,085000025062,BAREFOOT SANGRIA 1.5
00034100516055,034100516055,LEINENKUGELS SHANDY SEASONAL BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,03410072805,034100516055,LEIN.SUM SH 4/6 12 OZLN
00861518002623,861518002623,RANCHO LA GLORIA MANGO 1.5L 13.9%,86151800262,861518002623,RANCHO LA GLORIA MANGO 1.5L
00087512929685,087512929685,RODNEY STRONG ALEXANDER VALLEY CABERNET SAUVIGNON 12/750ML BOTTLE,08751292968,087512929685,R STRONG CAB ALEX +14 750ML
00635985200253,635985200253,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,635985200253,WHITE CLAW BLACK CHERRY 4/6/12 CAN
00899539000793,899539000793,TERRAPIN BEER IPA SURVIVAL KIT - 12/12OZ CANS,11111111111,899539000793,TERRAPIN IPA SURVIVAL KIT 2/12/12 CAN
00085200000982,085200000982,SUTTER HM WHITE WHT ZINFANDEL 187 ML,00000850982,085200000982,SUTTER PINK MOSCATO 1.5L
00085200108749,085200108749,STTR HM WHT MRL WHITE MERLOT 187 ML,08520010874,085200108749,SUTTER HM WHITE MERLOT
00071990301255,071990301255,COORS LIGHT BEER 12 CT 8 OZ CAN IN BOX 96 OZ,11111111111,071990301255,CL 2/12 8OZ CAN
00033544000434,033544000434,CORONA HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,033544000434,CORONA SELTZER VP 2/12 CAN
30085000017747,085000017746,APOTHIC RED BLEND 750ML BOTTLE,11111111111,085000017746,APOTHIC RED 750
00085000017746,085000017746,APOTHIC RED 12/750ML,85000019511,085000017746,W APOTHIC RED 750ML
30085000017747,085000017746,APOTHIC RED BLEND 750ML BOTTLE,85000019511,085000017746,W APOTHIC RED 750ML
00083120000198,083120000198,OAK LEAF CAL SHIRAZ/SYRAH 750 ML,83120000211,083120000198,OAK LEAF SHIRAZ
00099988071096,099988071096,MENAGE A TROIS RED BLND/MRTG 750 ML,11111111111,099988071096,MENAGE A TROIS RED TP C/B 12/750
00089924770138,089924770138,YUENGLING FLIGHT BEER 12 CT 12 OZ LONG NECK BOTTLE IN BOX 144 OZ,11111111111,089924770138,YUENGLING FLIGHT 24/12 NR BTL 2/12
00786243571582,786243571582,FLYING DOG THE TRUTH IMPERIAL IPA BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,786243571582,FLYING DOG THE TRUTH IMP IPA 4/6 12OZ CANS
00710909720106,710909720106,SILVER MONTEREY COUNTY UNOAKED CHARDONNAY 2018 12/750ML BOTTLE,11111111111,710909720106,MER SOLEIL SILVER CHARD GLASS -18
00088586667954,088586667954,CHATEAU STE MICHELLE HORSE HEAVEN RESERVE SAUVIGNON BLANC 6/750ML BOTTLE,08858666795,088586667954,CSM SAUV BLANC HORSE HVN 6PK 750ML
00669576040003,669576040003,DUCKHORN CANVASBACK CABERNET SAUVIGNON 12/750ML BOTTLE,11111111111,669576040003,DUCKHORN CANVASBACK
00080686821021,080686821021,CCB CAN 6YR 1LTX12 40% 6/12 GFT CTN,80686821021,080686821021,CAN CLUB WSKY BAR
00860002744902,860002744902,KING’S CALLING BREWING CO TROP HOP - 12 FL. OZ. CAN,11111111111,860002744902,KINGS CALLING TROP HOP 24/12 CAN 4/6
00081308001517,081308001517,FLIPFLOP CHARDONNAY 12/750ML BOTTLE,81308001517,081308001517,FLIP FLOP CHARDONNAY
00071990095925,071990095925,BLUE MOON LIGHT SKY CITRUS WHEAT BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,071990095925,BLUE MOON LIGHT SKY 12PK
20085000025615,085000025611,GALLO FAMILY VINEYARDS SWEET PEACH 6/1.5L BOTTLE,11111111111,085000025611,GALLO T.V. SWEET PEACH 1.5
00085200118830,085200118830,STTR HM PNK MSC ROSE 187 ML,85200101498,085200118830,SUTTER HOME PK MOSCATO
00088586001345,088586001345,RED DIAMOND CABERNET SAUVIGNON 750ML BOTTLE,08858600134,088586001345,RED DIAMOND CAB 750ML
00085200028603,085200028603,VINTAGE CRSH CA WHT VARTL OTH 1.5 LTR,08520002860,085200028603,VINTAGE CRUSH MOSCATO 1.5L
00074806187005,074806187005,DAILYS READY TO DRINK CHERRY LIMEADE 24/10OZ POUCH,07480618700,074806187005,DAILYS RTD POUCH CHRY LME 24PK
00088232003150,088232003150,VENDANGE CABERNET SAUVIGNON TETRA 12/500ML,08823200315,088232003150,VENDANGE CAB SAUV  TETRA 500ML
00085000025246,085000025246,ANDRE BRUT ROSE SPARKLING OTH 750 ML,11111111111,085000025246,ANDRE BRUT ROSE 750
00080686016762,080686016762,KNC BBN 750X6 50% 9K,80686016762,080686016762,KNOB CRK BRBN 9YR 100
00033544000182,033544000182,CORONA PREMIER BEER 18 CT 12 OZ LONG NECK BOTTLE IN BOX 216 OZ,11111111111,033544000182,CORONA PREMIER 18/12 BTL
00860303000127,860303000127,BIG STORM BREWING CO. TROPIC PRESSURE 4 PACK,11111111111,860303000127,BIG STORM TROPIC PRESSURE 6/4 16OZ CAN
00071990316006,071990316006,COORS LIGHT BEER 24 CT 12 OZ CAN IN BOX 288 OZ,11111111111,071990316006,COORS LIGHT SUIT
00635985800064,635985800064,WHITE CLAW HARD SELTZER FLAVOR COLLECTION NO 2 VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,635985800064,WHITE CLAW VARIETY PACK#2 2/12/12 CAN
00083120102793,083120102793,FRANZIA CHABLIS 4.0 LTR,08312010279,083120102793,FRANZIA CHABLIS 5L
00089016016762,089016016762,CAPRICCIO RED SANGRIA 13.9% 375ML 4-PACK,08901601676,089016016762,CAPRICCIO BUBBLY SANGRIA 6/4PK
00085976034228,085976034228,MANISCHEWITZ BLACKBERRY PASSOVER KOSHER 6/1.5L,08597603422,085976034228,MANISCHEWITZ BLACKBERRY OUP 1.
00855165005076,855165005076,MEIOMI PINOT NOIR 12/750ML,85516500507,855165005076,MEIOMI P NOIR NL TRAY 750ML
30085000031781,085000031780,BAREFOOT FRUIT BLUEBERRY FRUITSCATO 12/750ML BOTTLE,11111111111,085000031780,BAREFOOT BLUEBERRY MOSCATO 750
00740522110862,740522110862,BELLS TWO HEARTED ALE BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,740522110862,BELLS TWO HEARTED IPA 2/12 12OZ CANS
00669576019405,669576019405,DUCKHORN NAPA VALLEY SAUVIGNON BLANC 750ML,11111111111,669576019405,DUCKHORN SB
00080686097204,080686097204,LRX POLBLK BDY 1000X12 35% REFUND,80686097204,080686097204,LEROUX POLISH BLKBRY BRANDY
00099988071416,099988071416,MENAGE A TR DEC CABERNET SAUV 750 ML,09998807141,099988071416,MENAGE A TROIS CAB DECADENCE 750ML
00009125001701,009125001701,ANDERSON VALLEY SEASONAL BEER 6 CT 12 OZ CAN 72 OZ,11111111111,009125001701,AVBC TROPICAL HAZY SOUR ALE 4/6 12OZ CANS
00672438020112,672438020112,TWO LANE AMER GOLD LAGER 4/6/12OZ CAN,67243802129,672438020112,TWO LANE LAGER 4/6/12 CAN
00086003003408,086003003408,RM WOODBRIDGE PINOT NOIR 1.5 LTR,08600300340,086003003408,WOODBRIDGE P NOIR 1.5L
00876153000705,876153000705,ZONIN PROSECCO NL DOC 750ML,87615300070,876153000705,ZONIN PROSECCO BRUT SPRK 750ML
00086003780323,086003780323,R MNDV PS RYE RED BLND/MRTG 750 ML,08600378032,086003780323,MOND RYE BARREL PVT SEL +14 75
00088586010330,088586010330,14 HANDS ROSE 12/375ML CAN,08858601033,088586010330,14 HANDS ROSE CAN NV 375ML
00726959901204,726959901204,BOULEVARD WHEAT BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,726959901204,BLVD WHEAT 6PK BTL
00085200001552,085200001552,SUTTER HOME CAL ROSE 187 ML,85200100906,085200001552,SUTTER HOME ROSE
00860505000444,860505000444,EUFLORIA AROMATIC WHITE WINE CAN,86050500044,860505000444,EUFLORIA WHITE CAN 375ML
00754527010706,754527010706,NEW BELGIUM VOODOO RANGER HOPPY PACK VARIETY PACK BEER 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,754527010706,NB VDR HOPPY PACK 2/12/12 CN
00853394005386,853394005386,BRICKWAY GIN (TALL BOTTLE),11111111111,853394005386,BRICKWAY GIN 1 LITER
00083120000198,083120000198,OAK LEAF CAL SHIRAZ/SYRAH 750 ML,08312000019,083120000198,OAKLEAF SHIRAZ ECO 750ML
00085000013311,085000013311,MATTHEW FOX CAL CABERNET SAUV 750 ML,11111111111,085000013311,MATTHEW FOX CAB SAUV 750
00856662005521,856662005521,GUAYABERA CITRA PALE ALE 6 PACK BOX,11111111111,856662005521,CIG GUAYABERA 4/6 CAN
00858770002805,858770002805,THE OLDE MECKLENBURG BREWERY COPPER ALTBIER - 4-16OZ PACK CANS,11111111111,858770002805,OMB COPPER ALTBIER 6/4 16OZ CANS
00835603005448,835603005448,TOZAI SNOW MAIDEN NIGORI SAKE 6/720ML BOTTLE,11111111111,835603005448,TOZAI SNOW MAIDEN NIGORI SAKE 720ML
00638489003641,638489003641,DOGFISH SLIGHTLY MIGHTY 4/6/12OZ CANS,11111111111,638489003641,DOGFISH SLIGHTLY MIGHTY 4/6 12 CAN
00034100522100,034100522100,STEEL RESERVE 211 ALLOY SERIES SPIKED MYSTERY MALT BEVERAGE 1 CT 24 OZ CAN 24 OZ,11111111111,034100522100,STEEL RESERVE TANGERINE 12/24OZ CAN
00050939612157,050939612157,BOULDER SHAKE DARK CHOCOLATE PORTER 4/6/12OZ CAN,11111111111,050939612157,BOULDER SHAKE 4/6PK CANS
00088586001864,088586001864,CHATEAU STE MICHELLE INDIAN WELLS CABERNET SAUVIGNON 12/750ML,08858600186,088586001864,CSM CAB IND WELLS +14 750ML
00085200618743,085200618743,SUTTER HOME CHARDONNAY 187 ML,85200100767,085200618743,SUTTER HOME CHARD
00084279998008,084279998008,CHAMPS DE PROVENCE COTES DE PROVENCE ROSE 2019 6/750ML BOTTLE,08427999800,084279998008,CHAMPS DE PROVENCE ROSE 6PK 75
00085000022955,085000022955,BAREFOOT TAP AM PN GRIS/GRGIO 3.0 LTR,11111111111,085000022955,BAREFOOT PINOT GRIGIO 6/3L BIB
00085200618743,085200618743,SUTTER HOME CHARDONNAY 187 ML,08520061874,085200618743,SUTTER HM CHARDONNAY
00088352100029,088352100029,EVERCLEAR GRN ALCH 190 PRF 1000 ML,88352100029,088352100029,EVERCLEAR ALCOHOL 190
00852664302279,852664302279,CORE BREWING & DISTILLING CO. ARKANSAS LAGER,11111111111,852664302279,CORE ARKANSAS LAGER 4/6 12OZ CAN
00635985132172,635985132172,MIKES HARDER SPIKED STRAWBERRY PINEAPPLE PUNCH MALT BEVERAGE 1 CT 24 OZ CAN 23.5 OZ,11111111111,635985132172,MIKES H STRAW-PINE 12/23.5OZ CAN 8
00082242290432,082242290432,GNARLY HEAD CABERNET SAUVIGNON 12/750 ML,08224229043,082242290432,GNARLY HEAD CAB NL 750ML
00080660954011,080660954011,CORONA EXTRA BEER 6 CT 7 OZ LONG NECK BTL CRTN 42 OZ,08066095401,080660954011,CORONITAS 4/6 7 OZ NR
00085000017203,085000017203,PETER VELLA SNG TABLE OTHER 5 LTR+,08500001720,085000017203,PETER VELLA SANGRIA
00854530008582,854530008582,BUZZBALLZ CHILLERS GRAPEFRUIT CHILLER 187ML,85453000858,854530008582,BUZZBALLZ GRAPEFRUIT CHILLER
00081308003856,081308003856,CHLOE ROSE 12/750ML BOTTLE,81308003856,081308003856,CHLOE ROSE ON-P 18
00864974000363,864974000363,NOBLE CIDER SPICE MERCHANT' 12OZ 4-PACK,11111111111,864974000363,NOBLE SPICE MERCHANT 6/4/12OZ CAN
00740522100832,740522100832,BELLS TWO HEARTED ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,74052211080,740522100832,BELLS TWO HRTED 4/6NR
10083120103193,083120103196,FRANZIA WHITE ZINFANDEL 5L BOX,08312010319,083120103196,FRANZIA WH ZIN 5L
00088586001895,088586001895,14 HANDS CABERNET SAUVIGNON 12/750ML,08858600189,088586001895,14 HANDS CAB 750ML
00072890000163,072890000163,HEINEKEN BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,07289000016,072890000163,HEINEKEN 2/12 12 OZ NR
00722160222800,722160222800,ODELL SIPPIN PRETTY FRUITED SOUR ALE BEER 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,722160222800,ODELL SIPPIN PRETTY 4/6PK CAN
00635985548904,635985548904,WHITE CLAW HARD SELTZER VARIETY PACK MALT BEVERAGE 12 CT 12 OZ CAN IN BOX 144 OZ,11111111111,635985548904,WHITE CLAW VARIETY 2/12PK SLIM
00085000425886,085000425886,BAREFOOT REFRESH RED SANGRIA SPRITZER 6/4/250ML CAN,08500042588,085000425886,BAREFOOT SPRITZER RD SANG CN4P
00022100112193,022100112193,PABST BLUE RIBBON BEER 30 CT 12 OZ CAN IN BOX 360 OZ,11111111111,022100112193,PABST 30/12 CAN
00635985200253,635985200253,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,635985200253,WHITE CLAW BLK CHERRY 4/6PK SLIM
00034100573065,034100573065,MILLER LITE BEER 24 CT 12 OZ CAN IN BOX 288 OZ,11111111111,034100573065,LITE SUIT
00635985200284,635985200284,WHITE CLAW HARD SELTZER RUBY GRAPEFRUIT MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,635985200284,WHITE CLAW RUBY GRAPEFRUIT 4/6/12 CAN
00853336005061,853336005061,SOCIAL PINK GRAPEFRUIT GINGER - 4 PACK,85333600506,853336005061,SOCIAL SPRKL GRPFRUIT GING 6/4
00796363004020,796363004020,AVERY ELLIES BROWN ALE BEER 6 CT 12 OZ CAN 72 OZ,11111111111,796363004020,AVERY ELLIES BROWN ALE 4/6 12OZ CANS
00083120192015,083120192015,FRANZIA BOX CHARDONNAY 3.0 LTR,08312019201,083120192015,FRANZIA CHARD 3L
00049331010968,049331010968,LA CREMA PINOT NOIR MONTEREY 12/750ML,04933101096,049331010968,LA CREMA P NOIR MONTEREY 750ML
00087872634502,087872634502,STELLA ROSA ROSE 750ML BOTTLE,08787263450,087872634502,STELLA ROSA ROSE 750ML
00083120101895,083120101895,FRANZIA BOX CABERNET SAUV 5 LTR+,08312010189,083120101895,FRANZIA CAB 5L
10083120003547,083120003540,FRANZIA BOX PINK MOSCATO 5L BOX,08312000354,083120003540,FRANZIA PINK MOSCATO 5L
00092000020003,092000020003,SMALL TOWN NOT YOUR FATHERS ROOT BEER ALE BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,11111111111,092000020003,NOT YOUR FATHERS ROOT BEER 4/6/12 BTL
00739958974001,739958974001,FRANCIS FORD COPPOLA DIAMOND COLLECTION CALIFORNIA BLACK LABEL CLARET 12/750ML,73995897400,739958974001,COPPOLA CLARET DIAMOND 750ML
10082100179241,082100179244,ARBOR MIST BLACKBERRY MERLOT 6/1.5L BOTTLE,08210017924,082100179244,ARBOR MIST BLCKB MERLOT 1.5L
00080480015602,080480015602,BACARDI WHT RUM SPRR 375 ML,80480015602,080480015602,BAC LIGHT RUM FLASK
00188985000038,188985000038,JOEL GOTT MONTEREY CHARDONNAY,18898500003,188985000038,JOEL GOTT CHARD UNOAKED 750ML
20083804043156,083804043152,COOKS BRUT CHAMPAGNE,08380404315,083804043152,COOKS BRUT TRAY PK CLUB 1.5L
00080480355302,080480355302,BACARDI RUM LIMON 1000 ML,80480355302,080480355302,BAC LIMON RUM
00085000028414,085000028414,BAREFT WN TO GO PN GRIS/GRGIO 500 ML,08500002841,085000028414,BAREFOOT PINOT GRIGIO TR 500ML
00085000023488,085000023488,APOTHIC CRUSH RED BLND/MRTG 750 ML,11111111111,085000023488,APOTHIC CRUSH 750
00083120000204,083120000204,OAK LEAF CAL SAV BL/FME BL 750 ML,08312000020,083120000204,OAKLEAF SAUV BL ECO 750ML
00635985260455,635985260455,WHITE CLAW HARD SELTZER BLACK CHERRY MALT BEVERAGE 12 CT 19 OZ CAN IN BOX 230.4 OZ,11111111111,635985260455,WHITE CLAW BLACK CHERRY 12/19.2 CAN
00857918007047,857918007047,HOPLANDIA IPA 6PK 12OZ CANS,11111111111,857918007047,NEW REALM HOPLANDIA IPA 4/6/12Z CN
00739958033302,739958033302,FRANCIS FORD COPPOLA SOFIA MONTEREY COUNTY ROSE 2020 12/750ML BOTTLE,73995803330,739958033302,COPPOLA SOFIA ROSE 750ML
00088232003188,088232003181,VENDANGE PINOT GRIGIO TETRA 12/500ML,08823200318,088232003181,VENDANGE PINOT GRIGIO TETRA 50
00019855112004,019855112004,SCHRAMSBERG NORTH COAST BLANC DE BLANCS 12/750ML BOTTLE,11111111111,019855112004,SCHRAMSBERG BLANC DE BLANC
00041498250348,041498250348,OUTLANDER CABERNET SAUVIGNON 12/750ML BOTTLE,11111111111,041498250348,ALDI OUTLANDER PASO RBLES CABERNET 12/750ML
00088067080005,088067080005,GRAIN BELT PREMIUM BEER 12 CT 12 OZ LONG NECK BTL IN BOX 144 OZ,11111111111,088067080005,GRAIN BELT 2/12 BTL
10083085904088,083085904081,RUFFINO PROSECCO 12/750ML BOTTLE,83085904081,083085904081,RUFFINO PROSECCO
00034100303419,034100303419,MILWAUKEES BEST ICE BEER 30 CT 12 OZ CAN IN BOX 360 OZ,03410030341,034100303419,BEST ICE 30/12 OZ CAN
00084692418541,084692418541,LOUIS JADOT MACON-VILLAGES CHARDONNAY 2019 12/750ML BOTTLE,08469241854,084692418541,JADOT MACON VILLAGES 750ML
00876153000118,876153000118,ZONIN CHIANTI DOCG,87615300011,876153000118,ZONIN CHIANTI CLS 6PK 750ML
00022100050020,022100050020,PABST BLUE RIBBON HARD COFFEE MALT BEVERAGE 4 CT 11 OZ CAN IN BOX 44 OZ,11111111111,022100050020,PABST COFFEE 6/4/11 CAN
00772285051113,772285051113,UNIBROUE LA FIN DU MONDE 12/750ML BOTTLE,11111111111,772285051113,UNIBROUE LA FIN DU MONDE 750ML
10080432103453,080432103456,SEAGRAM'S JAMAICAN 6/4 BOTTLE,11111111111,080432103456,SEAGRAMS JAMAICAN ME HAPPY 24/11.2 PALLET
00635985260660,635985260660,WHITE CLAW HARD SELTZER RASPBERRY MALT BEVERAGE 6 CT 12 OZ CAN IN BOX 72 OZ,11111111111,635985260660,WHITE CLAW RASPBERRY 4/6/12 CAN
00848375002898,848375002898,LARKSPUR PINOT NOIR 12/750ML BOTTLE,84837500289,848375002898,LARKSPUR PINOT NOIR     OREGON KROGER
00084704091212,084704091212,KORBEL SPARKLING CALIFORNIA BRUT CHAMPAGNE 6/4/187ML CROWN CAP,08470409121,084704091212,KORBEL BRUT CRWN CAP 6/4PK 187ML
00183103000723,183103000723,DR. LOOSEN RIESLING ESTATE RED SLATE DRY,18310300001,183103000723,DR L RIESLING
00087692000839,087692000839,ANGRY ORCHARD WRAP 12X12OZ ANGRY ORCHARD CRISP APPLE,08769200083,087692000839,ANGRY ORCHARD CRISP APPLE 2/12/12 CAN/A
00083820181326,083820181326,GUINNESS BLONDE AMERICAN LAGER BEER 6 CT 12 OZ LONG NECK BTL CRTN 72 OZ,08382018132,083820181326,GUIN BLOND 4/6 11.2 OZNR
